employee_name,user_id,email,role,projects,business_unit,functional_unit,department,team,supervisor
Shellie Elizabeth Levine,SEL1062,Shellie.Elizabeth.Levine@dtaa.com,Salesman,,1 - Executive,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Carl John Graham
Kylie Kalia Pena,KKP0064,Kylie.Kalia.Pena@dtaa.com,Scientist,,1 - Executive,2 - ResearchAndEngineering,2 - Research,,Dominique Karly Charles
Christian Chaney Blevins,CCB0076,Christian.Chaney.Blevins@dtaa.com,Manager,Project 25,1 - Executive,2 - ResearchAndEngineering,3 - SoftwareManagement,4 - WebSoftware,Nicolas Hoyt Anthony
Sheila Nicole Oneal,SNO0033,Sheila.Nicole.Oneal@dtaa.com,AdministrativeAssistant,,1 - Executive,1 - Adminstration,6 - Security,,Dane Elton Mcmahon
Xanthus Kamal Berger,XKB1829,Xanthus.Kamal.Berger@dtaa.com,Salesman,Project 5,1 - Executive,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Donna Erin Black
Kaden Mason Mcclure,KMM1703,Kaden.Mason.Mcclure@dtaa.com,ProductionLineWorker,,2 - Executive,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Flynn Malachi Hurley
Autumn Cameran Spence,ACS0589,Autumn.Cameran.Spence@dtaa.com,ElectricalEngineer,,1 - Executive,2 - ResearchAndEngineering,4 - Engineering,6 - TestAndEvalualtion,Kuame Nathaniel Maxwell
Harding Alden Lester,HAL1933,Harding.Alden.Lester@dtaa.com,Salesman,,2 - Executive,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Rhona Maite Kennedy
Wyatt Dalton Talley,WDT1754,Wyatt.Dalton.Talley@dtaa.com,Technician,,2 - Executive,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Lydia Risa Vega
Timothy Fritz Watts,TFW1681,Timothy.Fritz.Watts@dtaa.com,ProductionLineWorker,,2 - Executive,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Flynn Malachi Hurley
Quinn Jillian Hudson,QJH1605,Quinn.Jillian.Hudson@dtaa.com,Salesman,,1 - Executive,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Freya Mara Gould
Maxwell Ahmed Gray,MAG0780,Maxwell.Ahmed.Gray@dtaa.com,MaterialsEngineer,,2 - Executive,2 - ResearchAndEngineering,4 - Engineering,4 - MaterialsEngineering,Uriel Michael Burns
Alfreda Josephine Spencer,AJS1408,Alfreda.Josephine.Spencer@dtaa.com,Salesman,,1 - Executive,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Cody Lyle Salinas
Moana Avye Weiss,MAW1397,Moana.Avye.Weiss@dtaa.com,Salesman,,1 - Executive,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Cody Lyle Salinas
Joshua Kyle Berger,JKB1811,Joshua.Kyle.Berger@dtaa.com,ProductionLineWorker,,1 - Executive,3 - Manufacturing,3 - Assembly,7 - AssemblyDept,Preston Declan Barry
April Robin Velez,ARV1884,April.Robin.Velez@dtaa.com,Mathematician,,2 - Executive,2 - ResearchAndEngineering,2 - Research,5 - Lab,Keiko Quon Mccarthy
Zahir Upton Rutledge,ZUR1449,Zahir.Upton.Rutledge@dtaa.com,Mathematician,,2 - Executive,2 - ResearchAndEngineering,2 - Research,3 - Lab,Jacob Berk Benson
May Adrienne Fox,MAF0293,May.Adrienne.Fox@dtaa.com,Mathematician,,2 - Executive,2 - ResearchAndEngineering,2 - Research,1 - Lab,Hedda Charity Velasquez
Deborah Olga Hyde,DOH1483,Deborah.Olga.Hyde@dtaa.com,ProductionLineWorker,,2 - Executive,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Lara Yvonne Lopez
Nadine Oprah Best,NOB1015,Nadine.Oprah.Best@dtaa.com,TestEngineer,Project 41,1 - Executive,2 - ResearchAndEngineering,4 - Engineering,8 - TestAndEvalualtion,Drake Joshua Harrell
Eagan Orson Gutierrez,EOG0433,Eagan.Orson.Gutierrez@dtaa.com,Technician,,2 - Executive,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Hedda Imani Kline
Xyla Alexa Odom,XAO1684,Xyla.Alexa.Odom@dtaa.com,ProductionLineWorker,,2 - Executive,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Flynn Malachi Hurley
Zephania Kuame Horton,ZKH0164,Zephania.Kuame.Horton@dtaa.com,AdministrativeAssistant,,1 - Executive,3 - Manufacturing,4 - QualityControl,,Scarlet Tasha Harvey
Lila Madonna Gay,LMG0065,Lila.Madonna.Gay@dtaa.com,Scientist,,1 - Executive,2 - ResearchAndEngineering,2 - Research,,Dominique Karly Charles
Herrod Kibo Wallace,HKW1530,Herrod.Kibo.Wallace@dtaa.com,Technician,,2 - Executive,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Yvette Naomi Cortez
Inga Karyn Whitaker,IKW0174,Inga.Karyn.Whitaker@dtaa.com,Accountant,Project 4,1 - Executive,4 - Finance,1 - Accounting,,Kitra Alexa Mack
Julian Joseph Shaw,JJS0013,Julian.Joseph.Shaw@dtaa.com,Director,,1 - Executive,1 - Adminstration,1 - Personnel,,Cade Wesley Clayton
Ian Acton Reynolds,IAR0301,Ian.Acton.Reynolds@dtaa.com,AdministrativeAssistant,,2 - Executive,2 - ResearchAndEngineering,3 - SoftwareManagement,1 - SQA,Brennan Thaddeus Dominguez
Andrew Wade Duke,AWD1976,Andrew.Wade.Duke@dtaa.com,Technician,,2 - Executive,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Hamish Walker Solis
Bruno Ali Rogers,BAR1640,Bruno.Ali.Rogers@dtaa.com,Technician,,1 - Executive,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Dacey Zenaida Miles
Vladimir Samson Blanchard,VSB1317,Vladimir.Samson.Blanchard@dtaa.com,Technician,,2 - Executive,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Kalia Brenna Luna
Jeanette Sophia Osborn,JSO1500,Jeanette.Sophia.Osborn@dtaa.com,Salesman,,2 - Executive,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Raymond Edward Larson
Alisa Jeanette Morton,AJM0956,Alisa.Jeanette.Morton@dtaa.com,SoftwareDeveloper,Project 6,1 - Executive,2 - ResearchAndEngineering,3 - SoftwareManagement,5 - DesktopSoftware,Rashad Rudyard Castro
Deborah Montana Wilkins,DMW1849,Deborah.Montana.Wilkins@dtaa.com,Technician,,1 - Executive,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Allegra Leila Mcclain
Colleen Althea Mclaughlin,CAM1025,Colleen.Althea.Mclaughlin@dtaa.com,Technician,,1 - Executive,2 - ResearchAndEngineering,4 - Engineering,8 - TestAndEvalualtion,Drake Joshua Harrell
Hollee Quynn Garrison,HQG0905,Hollee.Quynn.Garrison@dtaa.com,ChiefEngineer,,2 - Executive,2 - ResearchAndEngineering,4 - Engineering,8 - TestAndEvalualtion,Otto Wang Santos
Jonathan Kasimir Buck,JKB1843,Jonathan.Kasimir.Buck@dtaa.com,Salesman,,1 - Executive,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Donna Erin Black
Hilda Halla Marquez,HHM1746,Hilda.Halla.Marquez@dtaa.com,Technician,,2 - Executive,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Lydia Risa Vega
Zelenia Ann Reeves,ZAR0235,Zelenia.Ann.Reeves@dtaa.com,VicePresident,,2 - Executive,6 - PurchasingAndContracts,,,Jamalia Daria Riggs
Denton Cadman Kane,DCK1782,Denton.Cadman.Kane@dtaa.com,Physicist,,1 - Executive,2 - ResearchAndEngineering,2 - Research,5 - Lab,Quinn Dana Bradshaw
Harlan Daquan Wall,HDW1779,Harlan.Daquan.Wall@dtaa.com,Scientist,,1 - Executive,2 - ResearchAndEngineering,2 - Research,5 - Lab,Quinn Dana Bradshaw
Jaquelyn Lani Chang,JLC0796,Jaquelyn.Lani.Chang@dtaa.com,SystemsEngineer,,2 - Executive,2 - ResearchAndEngineering,4 - Engineering,5 - SystemsEngineering,Ila Marcia Roman
William Robert Hendricks,WRH0526,William.Robert.Hendricks@dtaa.com,TechnicalWriter,Project 30,1 - Executive,2 - ResearchAndEngineering,4 - Engineering,1 - Publications,Brenda Paloma Allison
Curran Dustin Gray,CDG0551,Curran.Dustin.Gray@dtaa.com,ElectricalEngineer,,1 - Executive,2 - ResearchAndEngineering,4 - Engineering,3 - ElectricalEngineering,Colby Christian Warren
Harper Len Leonard,HLL1488,Harper.Len.Leonard@dtaa.com,Salesman,,2 - Executive,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Raymond Edward Larson
Erin Vera Faulkner,EVF1595,Erin.Vera.Faulkner@dtaa.com,ProductionLineWorker,,1 - Executive,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Daniel Aquila Chandler
Teegan Blaine Estes,TBE1972,Teegan.Blaine.Estes@dtaa.com,Technician,,2 - Executive,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Hamish Walker Solis
Acton Axel Martinez,AAM0972,Acton.Axel.Martinez@dtaa.com,ElectricalEngineer,,1 - Executive,2 - ResearchAndEngineering,3 - SoftwareManagement,6 - EmbeddedSoftware,Todd Rajah Peterson
Alexandra Tamekah Dunn,ATD0517,Alexandra.Tamekah.Dunn@dtaa.com,WebDeveloper,Project 29,1 - Executive,2 - ResearchAndEngineering,3 - SoftwareManagement,4 - WebSoftware,Christian Chaney Blevins
Tanek Steven Harding,TSH1734,Tanek.Steven.Harding@dtaa.com,Salesman,,2 - Executive,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Ethan Branden Garrett
Dominique Karly Charles,DKC0053,Dominique.Karly.Charles@dtaa.com,Director,,1 - Executive,2 - ResearchAndEngineering,2 - Research,,Vladimir Buckminster King
Lara Cathleen Rich,LCR1344,Lara.Cathleen.Rich@dtaa.com,Scientist,,1 - Executive,2 - ResearchAndEngineering,2 - Research,3 - Lab,Quentin Nicolas Boyle
Wallace Allistair Hicks,WAH0793,Wallace.Allistair.Hicks@dtaa.com,ElectricalEngineer,,2 - Executive,2 - ResearchAndEngineering,4 - Engineering,5 - SystemsEngineering,Ila Marcia Roman
Heidi Brianna Hartman,HBH0111,Heidi.Brianna.Hartman@dtaa.com,AdministrativeAssistant,,1 - Executive,2 - ResearchAndEngineering,4 - Engineering,3 - ElectricalEngineering,Colby Christian Warren
Kelly Portia Mack,KPM0579,Kelly.Portia.Mack@dtaa.com,ComputerScientist,,1 - Executive,2 - ResearchAndEngineering,4 - Engineering,5 - SystemsEngineering,Kirsten Carol Lambert
Nathaniel Emery Perkins,NEP1848,Nathaniel.Emery.Perkins@dtaa.com,Technician,,1 - Executive,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Allegra Leila Mcclain
Nicolas Blaine Larson,NBL1190,Nicolas.Blaine.Larson@dtaa.com,WebDeveloper,Project 5,2 - Executive,2 - ResearchAndEngineering,3 - SoftwareManagement,7 - WebSoftware,Jackson Timothy Sullivan
Kay Lacey Wells,KLW1789,Kay.Lacey.Wells@dtaa.com,ProductionLineWorker,,1 - Executive,3 - Manufacturing,3 - Assembly,7 - AssemblyDept,Preston Declan Barry
Sacha Meredith Webb,SMW1764,Sacha.Meredith.Webb@dtaa.com,Technician,Project 0,2 - Executive,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Lydia Risa Vega
Abdul Dale Holmes,ADH1016,Abdul.Dale.Holmes@dtaa.com,TestEngineer,Project 5,1 - Executive,2 - ResearchAndEngineering,4 - Engineering,8 - TestAndEvalualtion,Drake Joshua Harrell
Riley Larissa Molina,RLM1578,Riley.Larissa.Molina@dtaa.com,ProductionLineWorker,,1 - Executive,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Daniel Aquila Chandler
Oprah Samantha Snow,OSS1463,Oprah.Samantha.Snow@dtaa.com,ProductionLineWorker,,2 - Executive,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Lara Yvonne Lopez
Mona Judith Alford,MJA1784,Mona.Judith.Alford@dtaa.com,Physicist,,1 - Executive,2 - ResearchAndEngineering,2 - Research,5 - Lab,Quinn Dana Bradshaw
Yolanda Samantha Hurley,YSH1997,Yolanda.Samantha.Hurley@dtaa.com,Scientist,,1 - Executive,2 - ResearchAndEngineering,2 - Research,6 - Lab,Coby Baxter Nguyen
Ahmed Flynn Compton,AFC0792,Ahmed.Flynn.Compton@dtaa.com,ComputerScientist,,2 - Executive,2 - ResearchAndEngineering,4 - Engineering,5 - SystemsEngineering,Ila Marcia Roman
Reed Nathan Carpenter,RNC1295,Reed.Nathan.Carpenter@dtaa.com,Salesman,,2 - Executive,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Chancellor Rudyard Marks
Ashely Haviva Nguyen,AHN0681,Ashely.Haviva.Nguyen@dtaa.com,ITAdmin,,2 - Executive,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Jessica Jeanette Cline
Roth Derek Wells,RDW1710,Roth.Derek.Wells@dtaa.com,Salesman,,2 - Executive,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Ethan Branden Garrett
Palmer Hayden Peterson,PHP0436,Palmer.Hayden.Peterson@dtaa.com,AdministrativeAssistant,,2 - Executive,6 - PurchasingAndContracts,,,Zelenia Ann Reeves
Judith Charde Keller,JCK0692,Judith.Charde.Keller@dtaa.com,Scientist,,2 - Executive,2 - ResearchAndEngineering,2 - Research,1 - Lab,Hedda Charity Velasquez
Eugenia Ingrid Wolfe,EIW0714,Eugenia.Ingrid.Wolfe@dtaa.com,ComputerScientist,,2 - Executive,2 - ResearchAndEngineering,3 - SoftwareManagement,2 - DesktopSoftware,Arsenio Solomon Herrera
Damon Ashton Dale,DAD0331,Damon.Ashton.Dale@dtaa.com,MechanicalEngineer,,2 - Executive,2 - ResearchAndEngineering,4 - Engineering,2 - MechanicalEngineering,Lana Hillary Pugh
Melinda Hilary Mercer,MHM1645,Melinda.Hilary.Mercer@dtaa.com,Technician,,1 - Executive,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Dacey Zenaida Miles
Lyle Raymond Ferrell,LRF1009,Lyle.Raymond.Ferrell@dtaa.com,TestEngineer,Project 0,1 - Executive,2 - ResearchAndEngineering,4 - Engineering,8 - TestAndEvalualtion,Drake Joshua Harrell
Paki Kermit Fox,PKF1346,Paki.Kermit.Fox@dtaa.com,Scientist,,1 - Executive,2 - ResearchAndEngineering,2 - Research,3 - Lab,Quentin Nicolas Boyle
Dawn Adara Leon,DAL0795,Dawn.Adara.Leon@dtaa.com,ComputerScientist,,2 - Executive,2 - ResearchAndEngineering,4 - Engineering,5 - SystemsEngineering,Ila Marcia Roman
Blythe Bree Bowen,BBB0012,Blythe.Bree.Bowen@dtaa.com,AdministrativeAssistant,,1 - Executive,1 - Adminstration,,,Cade Wesley Clayton
Laith Tanner Bates,LTB0308,Laith.Tanner.Bates@dtaa.com,ComputerProgrammer,Project 14,2 - Executive,2 - ResearchAndEngineering,3 - SoftwareManagement,2 - DesktopSoftware,Arsenio Solomon Herrera
Charles Cullen Ruiz,CCR1396,Charles.Cullen.Ruiz@dtaa.com,Salesman,,1 - Executive,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Cody Lyle Salinas
Kylan Riley Sherman,KRS0172,Kylan.Riley.Sherman@dtaa.com,AdministrativeAssistant,,1 - Executive,4 - Finance,1 - Accounting,,Kitra Alexa Mack
Priscilla Pascale Buckner,PPB1181,Priscilla.Pascale.Buckner@dtaa.com,ElectricalEngineer,,2 - Executive,2 - ResearchAndEngineering,3 - SoftwareManagement,6 - EmbeddedSoftware,Eden Melodie Ballard
Jasper Joel Petty,JJP0798,Jasper.Joel.Petty@dtaa.com,HardwareEngineer,,2 - Executive,2 - ResearchAndEngineering,4 - Engineering,5 - SystemsEngineering,Ila Marcia Roman
Amaya Quail Clemons,AQC0371,Amaya.Quail.Clemons@dtaa.com,Supervisor,,2 - Executive,3 - Manufacturing,3 - Assembly,,Reagan Zephr Ballard
Nolan Wayne Hawkins,NWH0960,Nolan.Wayne.Hawkins@dtaa.com,HardwareEngineer,,1 - Executive,2 - ResearchAndEngineering,3 - SoftwareManagement,6 - EmbeddedSoftware,Todd Rajah Peterson
Jordan Lisandra Davidson,JLD1666,Jordan.Lisandra.Davidson@dtaa.com,Physicist,,2 - Executive,2 - ResearchAndEngineering,2 - Research,4 - Lab,Brock Talon Garner
Felicia Jacqueline Pate,FJP1692,Felicia.Jacqueline.Pate@dtaa.com,ProductionLineWorker,,2 - Executive,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Flynn Malachi Hurley
Ivor James Morin,IJM1276,Ivor.James.Morin@dtaa.com,Salesman,,2 - Executive,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Chancellor Rudyard Marks
Samuel Edan Cooke,SEC0985,Samuel.Edan.Cooke@dtaa.com,ComputerProgrammer,Project 25,1 - Executive,2 - ResearchAndEngineering,3 - SoftwareManagement,7 - WebSoftware,Eliana Patience Bonner
Tarik Stephen Blair,TSB1546,Tarik.Stephen.Blair@dtaa.com,Technician,,2 - Executive,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Yvette Naomi Cortez
Sharon Wyoming Mendez,SWM1653,Sharon.Wyoming.Mendez@dtaa.com,Technician,,1 - Executive,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Dacey Zenaida Miles
Shelby Isabelle Saunders,SIS0042,Shelby.Isabelle.Saunders@dtaa.com,ITAdmin,Project 12,1 - Executive,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Justine Paula Mccullough
Brock Demetrius Chapman,BDC0936,Brock.Demetrius.Chapman@dtaa.com,Scientist,,1 - Executive,2 - ResearchAndEngineering,2 - Research,2 - Lab,Anthony Buckminster Maxwell
Graham Paul Silva,GPS0321,Graham.Paul.Silva@dtaa.com,ChiefEngineer,,2 - Executive,2 - ResearchAndEngineering,4 - Engineering,3 - ElectricalEngineering,Otto Wang Santos
Orli Kylie Holden,OKH0453,Orli.Kylie.Holden@dtaa.com,SecurityGuard,,1 - Executive,1 - Adminstration,6 - Security,1 - BuildingSecurity,Owen Denton Barber
Joy Ina Todd,JIT0654,Joy.Ina.Todd@dtaa.com,Technician,,1 - Executive,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Chastity Emerald Sweet
Shelly Scarlett Stevenson,SSS1683,Shelly.Scarlett.Stevenson@dtaa.com,ProductionLineWorker,,2 - Executive,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Flynn Malachi Hurley
Shoshana Leila Chavez,SLC1865,Shoshana.Leila.Chavez@dtaa.com,Technician,,1 - Executive,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Allegra Leila Mcclain
Uta Inez Savage,UIS1637,Uta.Inez.Savage@dtaa.com,Technician,,1 - Executive,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Dacey Zenaida Miles
Forrest Robert Mcgee,FRM0010,Forrest.Robert.Mcgee@dtaa.com,VicePresident,Project 4,1 - Executive,5 - SalesAndMarketing,,,Nichole Jane Conner
Gannon Macaulay Conrad,GMC0051,Gannon.Macaulay.Conrad@dtaa.com,AdministrativeAssistant,,1 - Executive,2 - ResearchAndEngineering,,,Vladimir Buckminster King
Kyra Zenia Mccoy,KZM0362,Kyra.Zenia.Mccoy@dtaa.com,IndustrialEngineer,Project 33,2 - Executive,3 - Manufacturing,1 - IndustrialEngineering,,Jeanette Ima Trujillo
Armand Linus Hoover,ALH0506,Armand.Linus.Hoover@dtaa.com,ElectricalEngineer,,1 - Executive,2 - ResearchAndEngineering,3 - SoftwareManagement,3 - EmbeddedSoftware,Jakeem Ferris Cash
William Lee Nichols,WLN1730,William.Lee.Nichols@dtaa.com,Salesman,,2 - Executive,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Ethan Branden Garrett
Declan Elvis Burnett,DEB0727,Declan.Elvis.Burnett@dtaa.com,ElectricalEngineer,,2 - Executive,2 - ResearchAndEngineering,3 - SoftwareManagement,3 - EmbeddedSoftware,Raja Casey Decker
September Pascale Buck,SPB1853,September.Pascale.Buck@dtaa.com,Technician,,1 - Executive,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Allegra Leila Mcclain
Daphne Phyllis Keith,DPK0954,Daphne.Phyllis.Keith@dtaa.com,SoftwareEngineer,Project 8,1 - Executive,2 - ResearchAndEngineering,3 - SoftwareManagement,5 - DesktopSoftware,Rashad Rudyard Castro
Libby Alika Stark,LAS0129,Libby.Alika.Stark@dtaa.com,TestEngineer,Project 45,1 - Executive,2 - ResearchAndEngineering,4 - Engineering,6 - TestAndEvalualtion,Kuame Nathaniel Maxwell
Harding Ronan Cortez,HRC0776,Harding.Ronan.Cortez@dtaa.com,ElectricalEngineer,,2 - Executive,2 - ResearchAndEngineering,4 - Engineering,3 - ElectricalEngineering,Graham Paul Silva
Kelly Meredith Kinney,KMK1096,Kelly.Meredith.Kinney@dtaa.com,Technician,,1 - Executive,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Moana Gemma Talley
Marvin Abdul Wong,MAW1974,Marvin.Abdul.Wong@dtaa.com,Technician,,2 - Executive,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Hamish Walker Solis
Rigel Hu Dawson,RHD1155,Rigel.Hu.Dawson@dtaa.com,ComputerProgrammer,Project 30,2 - Executive,2 - ResearchAndEngineering,3 - SoftwareManagement,5 - DesktopSoftware,Allegra Genevieve Buckner
Derek Stone Best,DSB0530,Derek.Stone.Best@dtaa.com,TechnicalWriter,Project 22,1 - Executive,2 - ResearchAndEngineering,4 - Engineering,1 - Publications,Brenda Paloma Allison
Nicholas Malachi Fields,NMF1088,Nicholas.Malachi.Fields@dtaa.com,Salesman,,1 - Executive,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Carl John Graham
Herman Derek Austin,HDA1824,Herman.Derek.Austin@dtaa.com,Salesman,,1 - Executive,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Donna Erin Black
Yoshi Natalie Obrien,YNO0103,Yoshi.Natalie.Obrien@dtaa.com,TechnicalWriter,Project 29,1 - Executive,2 - ResearchAndEngineering,4 - Engineering,1 - Publications,Brenda Paloma Allison
Erica Justine Olsen,EJO0236,Erica.Justine.Olsen@dtaa.com,AdministrativeAssistant,,2 - Executive,1 - Adminstration,,,Lareina Kylie Madden
Colorado Kamal Barr,CKB0245,Colorado.Kamal.Barr@dtaa.com,HumanResourceSpecialist,,2 - Executive,1 - Adminstration,1 - Personnel,,Selma Tatyana Warner
Tobias Kenyon Howe,TKH1718,Tobias.Kenyon.Howe@dtaa.com,Salesman,,2 - Executive,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Ethan Branden Garrett
Simone Bryar Nicholson,SBN1279,Simone.Bryar.Nicholson@dtaa.com,Salesman,,2 - Executive,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Chancellor Rudyard Marks
Kelsie Chastity Gross,KCG1615,Kelsie.Chastity.Gross@dtaa.com,Salesman,,1 - Executive,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Freya Mara Gould
Rina Darryl Tillman,RDT0361,Rina.Darryl.Tillman@dtaa.com,IndustrialEngineer,,2 - Executive,3 - Manufacturing,1 - IndustrialEngineering,,Jeanette Ima Trujillo
Hadassah Basia Sandoval,HBS0392,Hadassah.Basia.Sandoval@dtaa.com,AdministrativeAssistant,,2 - Executive,4 - Finance,,,Bert Grant Mann
Samuel Kenyon Weaver,SKW0066,Samuel.Kenyon.Weaver@dtaa.com,AdministrativeAssistant,,1 - Executive,2 - ResearchAndEngineering,2 - Research,1 - Lab,Kimberly Molly Graves
Denise Naida Flowers,DNF0876,Denise.Naida.Flowers@dtaa.com,Technician,,2 - Executive,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Hedda Imani Kline
Oscar Ferris Suarez,OFS0030,Oscar.Ferris.Suarez@dtaa.com,HealthSafetyEngineer,,1 - Executive,1 - Adminstration,4 - Safety,,Jayme Catherine Cohen
Michelle Althea Page,MAP0424,Michelle.Althea.Page@dtaa.com,AdministrativeAssistant,Project 1,2 - Executive,5 - SalesAndMarketing,3 - FieldService,,Lionel Vladimir Conley
Rudyard Tanek Hess,RTH0564,Rudyard.Tanek.Hess@dtaa.com,MaterialsEngineer,,1 - Executive,2 - ResearchAndEngineering,4 - Engineering,4 - MaterialsEngineering,Kaitlin Riley Craft
Honorato Baker Padilla,HBP1076,Honorato.Baker.Padilla@dtaa.com,Salesman,,1 - Executive,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Carl John Graham
Josiah Adrian Cantrell,JAC0457,Josiah.Adrian.Cantrell@dtaa.com,SecurityGuard,,1 - Executive,1 - Adminstration,6 - Security,1 - BuildingSecurity,Owen Denton Barber
Selma Winifred Calderon,SWC1392,Selma.Winifred.Calderon@dtaa.com,Salesman,,1 - Executive,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Cody Lyle Salinas
Stephen Henry Charles,SHC1499,Stephen.Henry.Charles@dtaa.com,Salesman,,2 - Executive,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Raymond Edward Larson
Carolyn Cameran Curtis,CCC0569,Carolyn.Cameran.Curtis@dtaa.com,SystemsEngineer,,1 - Executive,2 - ResearchAndEngineering,4 - Engineering,5 - SystemsEngineering,Kirsten Carol Lambert
Sloane McKenzie Barnes,SMB0473,Sloane.McKenzie.Barnes@dtaa.com,Physicist,,1 - Executive,2 - ResearchAndEngineering,2 - Research,1 - Lab,Kimberly Molly Graves
Grant Caleb Santiago,GCS1686,Grant.Caleb.Santiago@dtaa.com,ProductionLineWorker,,2 - Executive,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Flynn Malachi Hurley
Hilary Britanni Frank,HBF1179,Hilary.Britanni.Frank@dtaa.com,ElectricalEngineer,,2 - Executive,2 - ResearchAndEngineering,3 - SoftwareManagement,6 - EmbeddedSoftware,Eden Melodie Ballard
Constance Lavinia Zamora,CLZ1937,Constance.Lavinia.Zamora@dtaa.com,Salesman,,2 - Executive,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Rhona Maite Kennedy
Erica April Guthrie,EAG0633,Erica.April.Guthrie@dtaa.com,Salesman,,1 - Executive,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Chaney Daquan Lee
Imani Alexa Hahn,IAH1755,Imani.Alexa.Hahn@dtaa.com,Technician,,2 - Executive,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Lydia Risa Vega
Gemma Isadora Baldwin,GIB0314,Gemma.Isadora.Baldwin@dtaa.com,AdministrativeAssistant,,2 - Executive,2 - ResearchAndEngineering,3 - SoftwareManagement,4 - WebSoftware,Thomas August Hammond
Ashton Casey Roach,ACR1045,Ashton.Casey.Roach@dtaa.com,ProductionLineWorker,,1 - Executive,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Evangeline Yoko Malone
Herrod Jonathan Benton,HJB1444,Herrod.Jonathan.Benton@dtaa.com,Scientist,,2 - Executive,2 - ResearchAndEngineering,2 - Research,3 - Lab,Jacob Berk Benson
Dara Clio Booker,DCB0446,Dara.Clio.Booker@dtaa.com,Statistician,,2 - Executive,6 - PurchasingAndContracts,2 - Pricing,,Knox Ignatius Chaney
Reese Stuart Mills,RSM1133,Reese.Stuart.Mills@dtaa.com,ITAdmin,,2 - Executive,1 - Adminstration,6 - Security,3 - ElectronicSecurity,Darrel Naida Walton
